TimeOccurred,AreaID,AreaName,ReportingDistrict,CrimeCode,CrimeCodeDescription,VictimAge,VictimSex,VictimDescent,PremiseCode,PremiseDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Address,CrossStreet,Location
2220,9,Van Nuys,974,624,BATTERY - SIMPLE ASSAULT,26,F,W,733,BAR/SPORTS BAR (OPEN DAY & NIGHT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,4500    VAN NUYS                     BL,,"34.153,-118.4487"
1800,10,West Valley,1025,310,BURGLARY,,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,7100    RESEDA                       BL,,"34.1993,-118.536"
2330,10,West Valley,1025,946,OTHER MISCELLANEOUS CRIME,48,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,17900    HARTLAND                     ST,,"34.1948,-118.5227"
200,10,West Valley,1006,626,INTIMATE PARTNER - SIMPLE ASSAULT,54,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,17400    STAGG                        ST,,"34.2121,-118.5118"
1730,10,West Valley,1099,624,BATTERY - SIMPLE ASSAULT,31,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,3800    HAYVENHURST                  DR,,"34.1421,-118.4862"
1730,10,West Valley,1099,624,BATTERY - SIMPLE ASSAULT,31,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,3800    HAYVENHURST                  DR,,"34.1421,-118.4862"
2150,10,West Valley,1015,626,INTIMATE PARTNER - SIMPLE ASSAULT,85,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,7400    NEWCASTLE                    AV,,"34.2048,-118.5251"
2045,10,West Valley,1044,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,18400    COLLINS                      ST,,"34.1749,-118.5344"
1600,10,West Valley,1049,330,BURGLARY FROM VEHICLE,37,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,6200    BALBOA                       BL,,"34.1821,-118.5011"
2200,10,West Valley,1019,510,VEHICLE - STOLEN,10,,,101,STREET,,,IC,Invest Cont,7300    HASKELL                      AV,,"34.203,-118.4749"
1700,10,West Valley,1015,510,VEHICLE - STOLEN,10,,,101,STREET,,,IC,Invest Cont,SHERMAN,WHITE OAK,"34.2012,-118.5186"
305,10,West Valley,1035,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,KITTRIDGE                    ST,S  ETIWANDA                     AV,"34.1903,-118.5317"
2330,10,West Valley,1001,210,ROBBERY,22,M,W,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,W  ROSCOE                       BL,E  WILBUR                       AV,"34.2206,-118.5448"
100,10,West Valley,1039,648,ARSON,,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,16000    VICTORY                      BL,,"34.1867,-118.4815"
1900,10,West Valley,1012,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,49,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,7200    BAIRD                        AV,,"34.2012,-118.5374"
930,10,West Valley,1004,440,THEFT PLAIN - PETTY ($950 & UNDER,48,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,7800    RESEDA                       BL,,"34.212,-118.5361"
400,10,West Valley,1099,210,ROBBERY,20,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,WOODFIELD                    DR,WOODCREST                    DR,"34.1434,-118.4731"
1730,10,West Valley,1099,624,BATTERY - SIMPLE ASSAULT,33,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,3800    HAYVENHURST                  DR,,"34.1421,-118.4862"
1730,10,West Valley,1099,624,BATTERY - SIMPLE ASSAULT,24,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,3800    HAYVENHURST                  DR,,"34.1421,-118.4862"
150,11,Northeast,1124,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,3200    ANDRITA                      ST,,"34.1177,-118.2441"
2140,11,Northeast,1147,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,3000    FUTURE                       ST,,"34.1003,-118.2308"
145,11,Northeast,1139,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,300 S  AVENUE 60,,"34.1093,-118.1876"
445,11,Northeast,1129,886,DISTURBING THE PEACE,32,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,800    CHESTNUT                     AV,,"34.1176,-118.1714"
646,11,Northeast,1129,886,DISTURBING THE PEACE,,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,AA,Adult Arrest,800    CHESTNUT                     AV,,"34.1176,-118.1714"
800,11,Northeast,1116,354,THEFT OF IDENTITY,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1000 N  AVENUE 51,,"34.1168,-118.2051"
800,11,Northeast,1116,354,THEFT OF IDENTITY,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1000 N  AVENUE 51,,"34.1168,-118.2051"
1320,11,Northeast,1101,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,45,M,O,108,PARKING LOT,,,IC,Invest Cont,GREENWOOD                    WY,RIVERSIDE                    DR,"34.1374,-118.2941"
1630,11,Northeast,1178,624,BATTERY - SIMPLE ASSAULT,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,3400    ALICE                        ST,,"34.0961,-118.2266"
1655,11,Northeast,1181,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,18,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1300    MCCOLLUM                     ST,,"34.0816,-118.2686"
1410,12,77th Street,1258,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,100 W  74TH                         ST,,"33.9728,-118.2739"
1545,12,77th Street,1239,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",,M,H,402,MARKET,,,AA,Adult Arrest,5800 S  VERMONT                      AV,,"33.9888,-118.2915"
20,12,77th Street,1256,440,THEFT PLAIN - PETTY ($950 & UNDER,23,F,W,121,YARD (RESIDENTIAL/BUSINESS,,,IC,Invest Cont,300 W  75TH                         ST,,"33.9718,-118.2783"
1800,12,77th Street,1269,210,ROBBERY,17,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,AVALON,MANCHESTER,"33.9602,-118.2651"
15,12,77th Street,1242,626,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,B,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,6400    MADDEN                       AV,,"33.9818,-118.3255"
50,12,77th Street,1242,436,LYNCHING - ATTEMPTED,,M,O,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,6400    MADDEN                       AV,,"33.9818,-118.3255"
430,12,77th Street,1242,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,24,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,6600    MADDEN                       AV,,"33.9797,-118.3255"
1830,12,77th Street,1233,624,BATTERY - SIMPLE ASSAULT,16,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1600 W  SLAUSON                      AV,,"33.9892,-118.3045"
1600,12,77th Street,1268,624,BATTERY - SIMPLE ASSAULT,17,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,7900 S  MAIN                         ST,,"33.9679,-118.2739"
2000,12,77th Street,1203,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",25,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,4600    CIMARRON                     ST,,"34.0019,-118.316"
2330,12,77th Street,1205,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,21,M,H,102,SIDEWALK,511,VERBAL THREAT,AO,Adult Other,1100 W  50TH                         ST,,"33.9978,-118.2937"
2300,12,77th Street,1283,624,BATTERY - SIMPLE ASSAULT,51,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,9400    LA SALLE                     AV,,"33.9511,-118.3057"
655,12,77th Street,1253,310,BURGLARY,52,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1900 W  77TH                         ST,,"33.97,-118.3112"
1055,12,77th Street,1211,310,BURGLARY,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,5300    9TH                          AV,,"33.995,-118.327"
1800,12,77th Street,1269,330,BURGLARY FROM VEHICLE,36,F,H,101,STREET,,,IC,Invest Cont,1000 E  80TH                         ST,,"33.9665,-118.2575"
1055,12,77th Street,1239,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",21,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,500 W  60TH                         ST,,"33.9851,-118.2827"
845,12,77th Street,1239,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6100 S  FIGUEROA                     ST,,"33.9842,-118.2827"
700,12,77th Street,1267,624,BATTERY - SIMPLE ASSAULT,50,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,400 W  84TH                         ST,,"33.9632,-118.2813"
200,12,77th Street,1218,761,BRANDISH WEAPON,24,M,H,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,SLAUSON                      AV,VERMONT                      AV,"33.9892,-118.2915"
50,12,77th Street,1242,623,BATTERY POLICE (SIMPLE,10,M,X,104,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,6400    MADDEN                       AV,,"33.9818,-118.3255"
1605,12,77th Street,1268,901,VIOLATION OF RESTRAINING ORDER,79,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,200 E  80TH                         ST,,"33.9671,-118.2717"
910,12,77th Street,1249,440,THEFT PLAIN - PETTY ($950 & UNDER,71,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,7000    DENVER                       AV,,"33.9761,-118.2838"
2010,12,77th Street,1239,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,600 W  59TH                         PL,,"33.986,-118.2843"
515,13,Newton,1377,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,51,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,5400    DUARTE                       ST,,"33.9938,-118.2424"
1150,13,Newton,1367,510,VEHICLE - STOLEN,10,,,101,STREET,,,IC,Invest Cont,4500    HONDURAS                     ST,,"34.0027,-118.2441"
1530,13,Newton,1372,310,BURGLARY,50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,100 E  54TH                         ST,,"33.9934,-118.2739"
1450,13,Newton,1353,251,SHOTS FIRED AT INHABITED DWELLING,29,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,4500    AVALON                       BL,,"34.0025,-118.2652"
1900,13,Newton,1345,626,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,MARTIN LUTHER KING JR,CENTRAL,"34.0112,-118.2565"
930,13,Newton,1367,624,BATTERY - SIMPLE ASSAULT,34,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,1500 E  51ST                         ST,,"33.9967,-118.2478"
1350,13,Newton,1333,624,BATTERY - SIMPLE ASSAULT,21,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,800 E  29TH                         ST,,"34.0181,-118.2612"
1405,13,Newton,1354,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,F,H,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,100 E  43RD                         ST,,"34.0057,-118.274"
1811,13,Newton,1375,956,"LETTERS, LEWD",28,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,5300    ASCOT                        AV,,"33.9948,-118.2499"
1350,13,Newton,1353,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",39,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,600 E  43RD                         PL,,"34.0048,-118.2652"
1325,13,Newton,1361,624,BATTERY - SIMPLE ASSAULT,17,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,5100 S  BROADWAY,,"33.9965,-118.2783"
1200,13,Newton,1352,310,BURGLARY,51,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,400 E  47TH                         ST,,"34.0007,-118.2696"
1700,13,Newton,1309,310,BURGLARY,10,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,1200 S  SANTA FE                     AV,,"34.0296,-118.2299"
1840,13,Newton,1361,440,THEFT PLAIN - PETTY ($950 & UNDER,,M,B,406,OTHER STORE,,,IC,Invest Cont,5000 S  BROADWAY,,"33.9974,-118.2783"
2000,13,Newton,1395,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,300 E  69TH                         ST,,"33.977,-118.2695"
1900,13,Newton,1333,624,BATTERY - SIMPLE ASSAULT,38,M,H,501,SINGLE FAMILY DWELLING,302,BLUNT INSTRUMENT,IC,Invest Cont,800 E  32ND                         ST,,"34.0163,-118.2624"
1000,14,Pacific,1412,310,BURGLARY,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,100    BROOKS                       AV,,"33.9916,-118.4754"
1530,14,Pacific,1485,440,THEFT PLAIN - PETTY ($950 & UNDER,,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,8700 S  SEPULVEDA                    BL,,"33.9586,-118.3962"
600,14,Pacific,1406,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",66,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3400    KEYSTONE                     AV,,"34.0266,-118.4117"
810,14,Pacific,1499,624,BATTERY - SIMPLE ASSAULT,24,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,IMPERIAL                     HY,AVIATION                     AV,"33.9309,-118.3785"
1000,14,Pacific,1443,330,BURGLARY FROM VEHICLE,19,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2400    ABBOT KINNEY                 BL,,"33.9881,-118.4579"
800,14,Pacific,1435,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,33,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,BUTLER                       AV,BIONA                        DR,"34.01,-118.4225"
400,14,Pacific,1497,210,ROBBERY,38,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,CENTURY                      BL,LA CIENEGA,"33.9454,-118.3701"
1,14,Pacific,1488,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",20,M,A,503,HOTEL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8600    AIRPORT                      BL,,"33.9599,-118.3855"
1100,14,Pacific,1427,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,28,M,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,3200 S  SEPULVEDA                    BL,,"34.0248,-118.4266"
745,14,Pacific,1409,901,VIOLATION OF RESTRAINING ORDER,40,F,A,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,3700 S  CANFIELD                     AV,,"34.0284,-118.3958"
1200,14,Pacific,1414,310,BURGLARY,40,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,400    LINCOLN                      BL,,"34.0008,-118.4667"
2100,14,Pacific,1477,310,BURGLARY,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,8400    WILEY POST                   AV,,"33.962,-118.3873"
2250,14,Pacific,1415,310,BURGLARY,44,M,H,402,MARKET,,,IC,Invest Cont,900    LINCOLN                      BL,,"33.9985,-118.462"
1800,14,Pacific,1454,901,VIOLATION OF RESTRAINING ORDER,44,F,W,101,STREET,,,AO,Adult Other,WILSHIRE,VETERAN,"34.0578,-118.4478"
1,15,N Hollywood,1539,310,BURGLARY,10,M,O,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY",,,IC,Invest Cont,5700    WHITNALL                     HY,,"34.1749,-118.3598"
830,15,N Hollywood,1522,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,13100    VANOWEN                      ST,,"34.194,-118.4181"
2240,15,N Hollywood,1547,624,BATTERY - SIMPLE ASSAULT,28,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,11400    KILLION                      ST,,"34.1713,-118.3795"
525,15,N Hollywood,1591,510,VEHICLE - STOLEN,10,,,104,DRIVEWAY,,,AA,Adult Arrest,12200    VENTURA                      BL,,"34.1434,-118.3978"
1,15,N Hollywood,1522,510,VEHICLE - STOLEN,10,,,101,STREET,,,IC,Invest Cont,7000    VAN NOORD                    AV,,"34.1976,-118.4148"
730,15,N Hollywood,1529,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,10,,,101,STREET,,,IC,Invest Cont,CLEON,VICTORY,"34.1867,-118.3681"
120,15,N Hollywood,1515,886,DISTURBING THE PEACE,19,M,H,101,STREET,,,IC,Invest Cont,6800    LANKERSHIM                   BL,,"34.194,-118.3877"
50,15,N Hollywood,1515,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",20,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,6800    LANKERSHIM                   BL,,"34.194,-118.3877"
600,15,N Hollywood,1557,320,"BURGLARY, ATTEMPTED",58,M,O,244,TOBACCO SHOP,,,IC,Invest Cont,5100    VINELAND                     AV,,"34.1627,-118.3704"
2230,15,N Hollywood,1595,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,49,M,W,102,SIDEWALK,,,IC,Invest Cont,11800    LAURELWOOD                   DR,,"34.1404,-118.3894"
1,15,N Hollywood,1515,330,BURGLARY FROM VEHICLE,66,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,6600    SIMPSON                      AV,,"34.1918,-118.3889"
1800,15,N Hollywood,1548,330,BURGLARY FROM VEHICLE,26,F,W,101,STREET,,,IC,Invest Cont,MCCORMICK                    ST,BLAKESLEE                    AV,"34.166,-118.3724"
630,15,N Hollywood,1532,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,30,F,W,101,STREET,,,IC,Invest Cont,6200    WHITSETT                     AV,,"34.1831,-118.4052"
600,15,N Hollywood,1532,354,THEFT OF IDENTITY,72,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,12300    ERWIN                        ST,,"34.1831,-118.4008"
1300,15,N Hollywood,1557,886,DISTURBING THE PEACE,39,M,W,108,PARKING LOT,511,VERBAL THREAT,AO,Adult Other,10800    MAGNOLIA                     BL,,"34.1649,-118.3659"
200,15,N Hollywood,1532,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,28,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,12400    KITTRIDGE                    ST,,"34.1903,-118.4039"
1900,15,N Hollywood,1505,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",23,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,7300    LANKERSHIM                   BL,,"34.2031,-118.3878"
1340,15,N Hollywood,1549,624,BATTERY - SIMPLE ASSAULT,31,M,W,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,5300    BILOXI                       AV,,"34.1667,-118.3583"
1200,15,N Hollywood,1544,440,THEFT PLAIN - PETTY ($950 & UNDER,63,F,W,108,PARKING LOT,,,IC,Invest Cont,12100    MAGNOLIA                     BL,,"34.1649,-118.3965"
1340,15,N Hollywood,1549,624,BATTERY - SIMPLE ASSAULT,57,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,5300    BILOXI                       AV,,"34.1667,-118.3583"
2240,15,N Hollywood,1547,624,BATTERY - SIMPLE ASSAULT,25,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,11400    KILLION                      ST,,"34.1713,-118.3795"
2240,15,N Hollywood,1547,624,BATTERY - SIMPLE ASSAULT,20,F,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,11400    KILLION                      ST,,"34.1713,-118.3795"
130,15,N Hollywood,1563,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,39,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,4300    TROOST                       AV,,"34.1479,-118.3867"
2015,15,N Hollywood,1585,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,123,PARKING UNDERGROUND/BUILDING,512,MACE/PEPPER SPRAY,IC,Invest Cont,10900    VENTURA                      BL,,"34.1394,-118.3675"
2230,15,N Hollywood,1538,624,BATTERY - SIMPLE ASSAULT,24,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,HATTERAS                     ST,FULCHER                      AV,"34.1758,-118.373"
2030,15,N Hollywood,1539,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,AO,Adult Other,5900    WHITNALL                     HY,,"34.1783,-118.364"
2230,16,Foothill,1687,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,11100    ARMINTA                      ST,,"34.2139,-118.3725"
130,16,Foothill,1638,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,7400    APPERSON                     ST,,"34.256,-118.2932"
1445,16,Foothill,1633,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,10800    GLENOAKS                     BL,,"34.266,-118.4033"
2215,16,Foothill,1687,623,BATTERY POLICE (SIMPLE,,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,CRANER,STRATHERN,"34.2157,-118.3693"
1900,16,Foothill,1645,510,VEHICLE - STOLEN,10,,,108,PARKING LOT,,,IC,Invest Cont,12600    OSBORNE                      ST,,"34.2558,-118.4073"
1025,16,Foothill,1601,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",45,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,BORDEN,PAXTON,"34.2827,-118.4154"
1600,16,Foothill,1682,946,OTHER MISCELLANEOUS CRIME,26,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,11800    PENDLETON                    ST,,"34.2259,-118.3904"
1220,16,Foothill,1633,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,10800    GLENOAKS                     BL,,"34.266,-118.4033"
100,16,Foothill,1681,310,BURGLARY,52,M,W,402,MARKET,,,IC,Invest Cont,8300    LAUREL CANYON                BL,,"34.2217,-118.3965"
1900,16,Foothill,1663,330,BURGLARY FROM VEHICLE,25,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,12000    SHELDON                      ST,,"34.2393,-118.3938"
2200,16,Foothill,1638,330,BURGLARY FROM VEHICLE,29,F,A,108,PARKING LOT,,,IC,Invest Cont,7600    WYNGATE                      ST,,"34.2574,-118.2979"
2200,16,Foothill,1602,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,17,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,11500    MAGEE                        AV,,"34.2791,-118.4156"
